location,location_name,season,year,week,epiweek,num_patients,wili,ili_plus,ili_plus_a,ili_plus_b
06,California,offseason,2016,24,201624,31240,1.2644,3.9104999999999994,3.9104999999999994,0.0
06,California,offseason,2016,33,201633,30695,1.00994,0.6509999999999999,0.0,0.6509999999999999
06,California,2015/2016,2016,11,201611,40497,3.19283,175.97729999999999,74.4768,101.5005
06,California,offseason,2016,29,201629,29752,0.904141,2.0713,2.0713,0.0
06,California,2015/2016,2016,19,201619,38286,1.53059,13.5366,9.9034,3.6332
06,California,2015/2016,2015,45,201545,43249,1.80813,8.0546,5.3957999999999995,2.6588000000000003
06,California,offseason,2016,31,201631,28898,0.85127,0.5412,0.5412,0.0
06,California,2015/2016,2016,9,201609,49598,3.63724,411.1316,219.54680000000002,191.4044
06,California,2015/2016,2016,7,201607,43060,4.39619,453.3735,288.1146,165.2589
06,California,offseason,2016,35,201635,34124,1.30993,3.0843,3.0843,0.0
06,California,2015/2016,2015,52,201552,24594,3.27722,33.2072,21.6814,11.5258
06,California,offseason,2016,22,201622,30247,1.37865,4.2534,1.7096999999999998,2.5437
06,California,2015/2016,2016,8,201608,49820,3.73143,433.70469999999995,232.1891,201.5156
06,California,offseason,2016,39,201639,38382,1.65703,6.105599999999999,4.0704,2.0352
06,California,offseason,2016,30,201630,30595,0.856349,1.8078,1.2052,0.6026
06,California,offseason,2016,21,201621,35665,1.44399,9.527500000000002,5.2015,4.326
06,California,2015/2016,2015,51,201551,24817,2.91333,26.028000000000002,14.315399999999999,11.712600000000002
06,California,offseason,2016,28,201628,30983,1.04573,2.6892,1.3608,1.3608
06,California,2015/2016,2015,46,201546,46521,2.14097,6.3744000000000005,4.183199999999999,2.0915999999999997
06,California,2015/2016,2016,10,201610,44283,3.69442,318.3656,158.3648,160.0008
06,California,2015/2016,2016,12,201612,40132,2.99262,156.6104,62.81230000000001,93.7981
06,California,offseason,2016,34,201634,32662,1.04709,3.591,2.7018000000000004,0.8892
06,California,2015/2016,2016,1,201601,43049,2.5018,90.36030000000001,63.973800000000004,26.3865
08,Colorado,2015/2016,2015,47,201547,2276,0.659051,0.072,0.072,0.0
08,Colorado,2015/2016,2016,14,201614,3415,1.25915,4.5623,2.7605999999999997,1.8017000000000003
08,Colorado,2015/2016,2015,43,201543,4084,0.440744,0.054,0.0,0.054
08,Colorado,2015/2016,2016,20,201620,3461,0.635654,1.0714,0.429,0.6424
08,Colorado,2015/2016,2016,6,201606,4071,1.27733,3.9728,3.7648,0.20800000000000002
08,Colorado,2015/2016,2016,2,201602,3611,0.941567,0.5338,0.4658,0.068
08,Colorado,2015/2016,2015,41,201541,3708,0.62028,0.1633,0.1633,0.0
08,Colorado,2015/2016,2016,11,201611,3930,1.6285,11.4368,9.5808,1.8559999999999999
08,Colorado,2015/2016,2016,17,201617,4068,0.909538,3.0525,1.1359,1.9203000000000001
08,Colorado,2015/2016,2016,15,201615,3654,1.14943,4.0362,2.5787999999999998,1.4532
08,Colorado,2015/2016,2015,48,201548,3490,0.515759,0.0792,0.0792,0.0
08,Colorado,2015/2016,2016,16,201616,3403,1.17543,3.164,1.6239999999999999,1.54
08,Colorado,2015/2016,2016,18,201618,2714,0.810612,1.7775999999999998,1.1638000000000002,0.6138
08,Colorado,2015/2016,2015,49,201549,3817,0.838355,0.35200000000000004,0.1408,0.2112
08,Colorado,2015/2016,2015,40,201540,3291,0.51656,0.0663,0.0,0.0663
08,Colorado,2015/2016,2015,42,201542,3594,0.528659,0.1349,0.0684,0.0684
08,Colorado,offseason,2016,25,201625,3173,0.378191,0.15839999999999999,0.07919999999999999,0.07919999999999999
08,Colorado,2015/2016,2016,13,201613,2954,1.45565,4.4505,3.0960000000000005,1.3588000000000002
08,Colorado,offseason,2016,29,201629,3179,0.377477,0.37560000000000004,0.28079999999999994,0.0936
08,Colorado,2015/2016,2016,4,201604,4187,0.835921,1.848,1.5015,0.3465
08,Colorado,offseason,2016,21,201621,3242,0.493523,0.4288,0.1232,0.3072
08,Colorado,2015/2016,2016,5,201605,3009,1.16318,1.9180000000000001,1.7535,0.16449999999999998
08,Colorado,2015/2016,2015,44,201544,3059,0.359595,0.0,0.0,0.0
08,Colorado,offseason,2016,24,201624,3349,0.537474,0.0,0.0,0.0
08,Colorado,offseason,2016,26,201626,3101,0.322477,0.062,0.062,0.0
08,Colorado,offseason,2016,38,201638,3133,0.989467,0.11159999999999999,0.11159999999999999,0.0
08,Colorado,2015/2016,2016,19,201619,3428,0.729288,0.6375,0.3175,0.3175
08,Colorado,2015/2016,2015,45,201545,3854,0.389206,0.039,0.039,0.0
08,Colorado,2015/2016,2016,3,201603,3376,1.00711,1.2069999999999999,1.0914,0.11560000000000001
08,Colorado,offseason,2016,28,201628,3365,0.297177,0.124,0.062,0.062
08,Colorado,offseason,2016,32,201632,3312,0.301932,0.0,0.0,0.0
08,Colorado,offseason,2016,39,201639,5044,0.634417,0.25920000000000004,0.25920000000000004,0.0
08,Colorado,offseason,2016,35,201635,4347,1.21923,0.0,0.0,0.0
08,Colorado,offseason,2016,30,201630,3660,0.191257,0.0,0.0,0.0
08,Colorado,2015/2016,2016,9,201609,3758,1.67642,10.962,9.727199999999998,1.2410999999999999
08,Colorado,offseason,2016,36,201636,3024,0.694444,0.0,0.0,0.0
